filepath,filename,label,label_encoded,width,height,aspect_ratio,file_size_kb,split
/content/acne_dataset/AcneDataset/valid/Blackheads/blackhead_142_jpg.rf.43459f6141ebee15c70a1f611c64d3d9.jpg,blackhead_142_jpg.rf.43459f6141ebee15c70a1f611c64d3d9.jpg,Blackhead,0,640,640,1.0,29.1923828125,train
/content/acne_dataset/AcneDataset/train/Cyst/cystic_acne_-106-_jpg.rf.3944b2446c430401bffa8f290b9505e4.jpg,cystic_acne_-106-_jpg.rf.3944b2446c430401bffa8f290b9505e4.jpg,Cyst,1,640,640,1.0,31.4775390625,train
/content/acne_dataset/AcneDataset/valid/Cyst/cystic_acne_-4-_jpg.rf.2cf135f4754722f872f1b3752d07c583.jpg,cystic_acne_-4-_jpg.rf.2cf135f4754722f872f1b3752d07c583.jpg,Cyst,1,640,640,1.0,43.9072265625,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead-64-_JPG_jpg.rf.d393a32aeacacf6ef74b866320cf0f79.jpg,blackhead-64-_JPG_jpg.rf.d393a32aeacacf6ef74b866320cf0f79.jpg,Blackhead,0,640,640,1.0,20.525390625,train
/content/acne_dataset/AcneDataset/test/Pustules/pustular_acne_-31-_jpg.rf.e76243302cd65af64d2ade7bd81e80f3.jpg,pustular_acne_-31-_jpg.rf.e76243302cd65af64d2ade7bd81e80f3.jpg,Pustules,3,640,640,1.0,32.1572265625,train
/content/acne_dataset/AcneDataset/test/Cyst/cystic_acne_-136-_jpg.rf.3537cb4bc1f8a455fc97640e7b05be4b.jpg,cystic_acne_-136-_jpg.rf.3537cb4bc1f8a455fc97640e7b05be4b.jpg,Cyst,1,640,640,1.0,40.931640625,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead_142_jpg.rf.d618530a48e8f15051043db621437174.jpg,blackhead_142_jpg.rf.d618530a48e8f15051043db621437174.jpg,Blackhead,0,640,640,1.0,34.3349609375,train
/content/acne_dataset/AcneDataset/valid/Cyst/cystic_acne_-175-_jpg.rf.753615bf3f704b98a81271c34a8d78b5.jpg,cystic_acne_-175-_jpg.rf.753615bf3f704b98a81271c34a8d78b5.jpg,Cyst,1,640,640,1.0,35.2099609375,train
/content/acne_dataset/AcneDataset/train/Papules/papular_acne_-56-_jpg.rf.ffc0421e54030c34d77ee1c2c7f765dc.jpg,papular_acne_-56-_jpg.rf.ffc0421e54030c34d77ee1c2c7f765dc.jpg,Papules,2,640,640,1.0,25.521484375,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-92-_jpg.rf.46ddd57a687449c897c21ada3acc0131.jpg,papular_acne_-92-_jpg.rf.46ddd57a687449c897c21ada3acc0131.jpg,Papules,2,640,640,1.0,28.3564453125,train
/content/acne_dataset/AcneDataset/train/Pustules/pustular_acne_-101-_jpg.rf.12acb8c66f2e15fbd1d493bb674a821a.jpg,pustular_acne_-101-_jpg.rf.12acb8c66f2e15fbd1d493bb674a821a.jpg,Pustules,3,640,640,1.0,26.0986328125,train
/content/acne_dataset/AcneDataset/test/Papules/papular_acne_-27-_jpg.rf.55a9454e30480de645f240feb530d7bf.jpg,papular_acne_-27-_jpg.rf.55a9454e30480de645f240feb530d7bf.jpg,Papules,2,640,640,1.0,26.7333984375,train
/content/acne_dataset/AcneDataset/valid/Blackheads/blackhead-15-_jpg.rf.0293ec555e89b071cd8b14a79a911e32.jpg,blackhead-15-_jpg.rf.0293ec555e89b071cd8b14a79a911e32.jpg,Blackhead,0,640,640,1.0,20.27734375,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead_546_jpg.rf.eef3f67c08d08babf2839c46792b6588.jpg,blackhead_546_jpg.rf.eef3f67c08d08babf2839c46792b6588.jpg,Blackhead,0,640,640,1.0,29.2890625,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead-31-_JPG_jpg.rf.5544fd8e8daae51bf52f5f3d607afc8d.jpg,blackhead-31-_JPG_jpg.rf.5544fd8e8daae51bf52f5f3d607afc8d.jpg,Blackhead,0,640,640,1.0,21.509765625,train
/content/acne_dataset/AcneDataset/valid/Cyst/cystic_acne_-106-_jpg.rf.e01bb7b2e7fe879bed52ae6a2f907d48.jpg,cystic_acne_-106-_jpg.rf.e01bb7b2e7fe879bed52ae6a2f907d48.jpg,Cyst,1,640,640,1.0,30.849609375,train
/content/acne_dataset/AcneDataset/test/Papules/papular_acne_-100-_jpg.rf.d372246f89108e5d03050c449227c335.jpg,papular_acne_-100-_jpg.rf.d372246f89108e5d03050c449227c335.jpg,Papules,2,640,640,1.0,25.8076171875,train
/content/acne_dataset/AcneDataset/test/Pustules/pustular_acne_-77-_jpg.rf.b547f721fded25e78d20f8b808b05db7.jpg,pustular_acne_-77-_jpg.rf.b547f721fded25e78d20f8b808b05db7.jpg,Pustules,3,640,640,1.0,29.2880859375,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead-47-_jpg.rf.35d587754755432a83307c3949e7a391.jpg,blackhead-47-_jpg.rf.35d587754755432a83307c3949e7a391.jpg,Blackhead,0,640,640,1.0,35.5361328125,train
/content/acne_dataset/AcneDataset/valid/Pustules/pustular_acne_-343-_jpg.rf.34858729ab0985753531fb9b95398c0f.jpg,pustular_acne_-343-_jpg.rf.34858729ab0985753531fb9b95398c0f.jpg,Pustules,3,640,640,1.0,31.3994140625,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead-41-_JPG_jpg.rf.770debca1d20728ecf318e6ae0b1445c.jpg,blackhead-41-_JPG_jpg.rf.770debca1d20728ecf318e6ae0b1445c.jpg,Blackhead,0,640,640,1.0,23.146484375,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-100-_jpg.rf.c590ff55b3805d96b7eed2c2d36d0d45.jpg,papular_acne_-100-_jpg.rf.c590ff55b3805d96b7eed2c2d36d0d45.jpg,Papules,2,640,640,1.0,30.6669921875,train
/content/acne_dataset/AcneDataset/train/Pustules/pustular_acne_-289-_jpg.rf.75d744a42ab10ee72715058acd65f0d9.jpg,pustular_acne_-289-_jpg.rf.75d744a42ab10ee72715058acd65f0d9.jpg,Pustules,3,640,640,1.0,25.580078125,train
/content/acne_dataset/AcneDataset/valid/Blackheads/blackhead-42-_JPG_jpg.rf.0a0582558b320bec0ae8aeeaa228a3b8.jpg,blackhead-42-_JPG_jpg.rf.0a0582558b320bec0ae8aeeaa228a3b8.jpg,Blackhead,0,640,640,1.0,27.9716796875,train
/content/acne_dataset/AcneDataset/train/Papules/papular_acne_-42-_jpg.rf.8546c3a46e9e6f2a7692d3b2a42c8b45.jpg,papular_acne_-42-_jpg.rf.8546c3a46e9e6f2a7692d3b2a42c8b45.jpg,Papules,2,640,640,1.0,19.1962890625,train
/content/acne_dataset/AcneDataset/train/Papules/papular_acne_-8-_jpg.rf.7655eb61506635ffe10927ae344d4f4c.jpg,papular_acne_-8-_jpg.rf.7655eb61506635ffe10927ae344d4f4c.jpg,Papules,2,640,640,1.0,25.7734375,train
/content/acne_dataset/AcneDataset/valid/Blackheads/blackhead-40-_JPG_jpg.rf.12a35f787294adec7245baded0dcc483.jpg,blackhead-40-_JPG_jpg.rf.12a35f787294adec7245baded0dcc483.jpg,Blackhead,0,640,640,1.0,35.9775390625,train
/content/acne_dataset/AcneDataset/test/Papules/papular_acne_-13-_jpg.rf.9759db7c83a317f77201efd060681e9e.jpg,papular_acne_-13-_jpg.rf.9759db7c83a317f77201efd060681e9e.jpg,Papules,2,640,640,1.0,27.12109375,train
/content/acne_dataset/AcneDataset/test/Papules/Papule3_JPG_jpg.rf.7d48d852f0597fd7286adf77c69ca241.jpg,Papule3_JPG_jpg.rf.7d48d852f0597fd7286adf77c69ca241.jpg,Papules,2,640,640,1.0,16.056640625,train
/content/acne_dataset/AcneDataset/train/Cyst/cystic_acne_-10-_jpg.rf.d1a38825b1f73eb78dcd81148ba5a25d.jpg,cystic_acne_-10-_jpg.rf.d1a38825b1f73eb78dcd81148ba5a25d.jpg,Cyst,1,640,640,1.0,32.87109375,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead-18-_jpg.rf.68fe593a8dd0590add0bfde818477f24.jpg,blackhead-18-_jpg.rf.68fe593a8dd0590add0bfde818477f24.jpg,Blackhead,0,640,640,1.0,30.091796875,train
/content/acne_dataset/AcneDataset/train/Cyst/cystic_acne_-10-_jpg.rf.5238e84df8b4958df5ef41411bb91e42.jpg,cystic_acne_-10-_jpg.rf.5238e84df8b4958df5ef41411bb91e42.jpg,Cyst,1,640,640,1.0,25.873046875,train
/content/acne_dataset/AcneDataset/test/Papules/papular_acne_-27-_jpg.rf.1dc0e0dc35f37ebdf1d7133d507713f3.jpg,papular_acne_-27-_jpg.rf.1dc0e0dc35f37ebdf1d7133d507713f3.jpg,Papules,2,640,640,1.0,27.0966796875,train
/content/acne_dataset/AcneDataset/train/Whiteheads/white_head_-3-_png_jpg.rf.8eea16826dc5b2f42dbd20e52eeb72f5.jpg,white_head_-3-_png_jpg.rf.8eea16826dc5b2f42dbd20e52eeb72f5.jpg,Whiteheads,4,640,640,1.0,28.2138671875,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead_70_jpg.rf.cf07ea09dfa8cb37b706fe8d90a5db16.jpg,blackhead_70_jpg.rf.cf07ea09dfa8cb37b706fe8d90a5db16.jpg,Blackhead,0,640,640,1.0,29.0517578125,train
/content/acne_dataset/AcneDataset/valid/Pustules/pustular_acne_-15-_jpg.rf.075bbe8080fb638c206c31046fce23a5.jpg,pustular_acne_-15-_jpg.rf.075bbe8080fb638c206c31046fce23a5.jpg,Pustules,3,640,640,1.0,27.650390625,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead_270_jpg.rf.a4db0c62de59e11e865b8791cd16600b.jpg,blackhead_270_jpg.rf.a4db0c62de59e11e865b8791cd16600b.jpg,Blackhead,0,640,640,1.0,26.9111328125,train
/content/acne_dataset/AcneDataset/train/Papules/papular_acne_-56-_jpg.rf.6b28bbabf82fe8f08dd72c33266c5b0b.jpg,papular_acne_-56-_jpg.rf.6b28bbabf82fe8f08dd72c33266c5b0b.jpg,Papules,2,640,640,1.0,30.259765625,train
/content/acne_dataset/AcneDataset/test/Pustules/pustular_acne_-343-_jpg.rf.4493e043625e8a12e7185957b2e03fea.jpg,pustular_acne_-343-_jpg.rf.4493e043625e8a12e7185957b2e03fea.jpg,Pustules,3,640,640,1.0,33.5302734375,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead_546_jpg.rf.d2172fb35e46f39c69259d52875d8556.jpg,blackhead_546_jpg.rf.d2172fb35e46f39c69259d52875d8556.jpg,Blackhead,0,640,640,1.0,30.5732421875,train
/content/acne_dataset/AcneDataset/train/Cyst/cystic_acne_-168-_jpg.rf.b0c51da0dd5ac1d53798320f96261641.jpg,cystic_acne_-168-_jpg.rf.b0c51da0dd5ac1d53798320f96261641.jpg,Cyst,1,640,640,1.0,43.0849609375,train
/content/acne_dataset/AcneDataset/valid/Cyst/cystic_acne_-175-_jpg.rf.8da74eadc3debe873c39cb01d3fe22f7.jpg,cystic_acne_-175-_jpg.rf.8da74eadc3debe873c39cb01d3fe22f7.jpg,Cyst,1,640,640,1.0,43.7275390625,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead_79_jpg.rf.413cd72f674c1795ccf92194fc0485c4.jpg,blackhead_79_jpg.rf.413cd72f674c1795ccf92194fc0485c4.jpg,Blackhead,0,640,640,1.0,26.2744140625,train
/content/acne_dataset/AcneDataset/test/Papules/papular_acne_-106-_jpg.rf.17856cc1f4f396d81cbd930161a5b04f.jpg,papular_acne_-106-_jpg.rf.17856cc1f4f396d81cbd930161a5b04f.jpg,Papules,2,640,640,1.0,29.2353515625,train
/content/acne_dataset/AcneDataset/valid/Cyst/cystic_acne_-168-_jpg.rf.7ae0cd978e99c1fe637c4fb31f7aea01.jpg,cystic_acne_-168-_jpg.rf.7ae0cd978e99c1fe637c4fb31f7aea01.jpg,Cyst,1,640,640,1.0,29.6376953125,train
/content/acne_dataset/AcneDataset/valid/Pustules/Pustule-20-_JPG_jpg.rf.3b5759ab7ee6f35d971ba525344500cc.jpg,Pustule-20-_JPG_jpg.rf.3b5759ab7ee6f35d971ba525344500cc.jpg,Pustules,3,640,640,1.0,45.0537109375,train
/content/acne_dataset/AcneDataset/valid/Blackheads/blackhead-74-_jpg.rf.d47910e8c7957f24e2bb40a9036fd5fd.jpg,blackhead-74-_jpg.rf.d47910e8c7957f24e2bb40a9036fd5fd.jpg,Blackhead,0,640,640,1.0,28.998046875,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead-41-_JPG_jpg.rf.bce236630f8e2588ccb9d54013fad08c.jpg,blackhead-41-_JPG_jpg.rf.bce236630f8e2588ccb9d54013fad08c.jpg,Blackhead,0,640,640,1.0,21.3037109375,train
/content/acne_dataset/AcneDataset/valid/Cyst/cystic_acne_-25-_jpg.rf.7b64d8afdb97ed80cc12327ff0f00e04.jpg,cystic_acne_-25-_jpg.rf.7b64d8afdb97ed80cc12327ff0f00e04.jpg,Cyst,1,640,640,1.0,25.208984375,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead-61-_JPG_jpg.rf.a998e3f0593c0e2d6d766c87d2b97621.jpg,blackhead-61-_JPG_jpg.rf.a998e3f0593c0e2d6d766c87d2b97621.jpg,Blackhead,0,640,640,1.0,23.572265625,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead_79_jpg.rf.98180dd8e1a922335b34d7c468eb7614.jpg,blackhead_79_jpg.rf.98180dd8e1a922335b34d7c468eb7614.jpg,Blackhead,0,640,640,1.0,26.576171875,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead_70_jpg.rf.dc27c2178b45281793c6471eaa9bf1eb.jpg,blackhead_70_jpg.rf.dc27c2178b45281793c6471eaa9bf1eb.jpg,Blackhead,0,640,640,1.0,25.033203125,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead-3-_jpg.rf.af54692410714fcbf5f2e8a01b12130c.jpg,blackhead-3-_jpg.rf.af54692410714fcbf5f2e8a01b12130c.jpg,Blackhead,0,640,640,1.0,25.3701171875,train
/content/acne_dataset/AcneDataset/test/Cyst/cystic_acne_-181-_jpg.rf.b8d16902194f761508a02e2ffdaa2816.jpg,cystic_acne_-181-_jpg.rf.b8d16902194f761508a02e2ffdaa2816.jpg,Cyst,1,640,640,1.0,27.5185546875,train
/content/acne_dataset/AcneDataset/train/Cyst/cystic_acne_-100-_jpg.rf.e66f6dd8cdf4840dabb994f59de4ada3.jpg,cystic_acne_-100-_jpg.rf.e66f6dd8cdf4840dabb994f59de4ada3.jpg,Cyst,1,640,640,1.0,28.904296875,train
/content/acne_dataset/AcneDataset/train/Papules/Papule12_JPG_jpg.rf.dfaf4b757ab52684456257f5f1e7b672.jpg,Papule12_JPG_jpg.rf.dfaf4b757ab52684456257f5f1e7b672.jpg,Papules,2,640,640,1.0,16.4228515625,train
/content/acne_dataset/AcneDataset/valid/Blackheads/blackhead_242_jpg.rf.47ce9a9fb096f55bec2c03fa19ca99dd.jpg,blackhead_242_jpg.rf.47ce9a9fb096f55bec2c03fa19ca99dd.jpg,Blackhead,0,640,640,1.0,26.623046875,train
/content/acne_dataset/AcneDataset/test/Papules/papular_acne_-89-_jpg.rf.2c9ff7be35dcde726651972fd96aa57d.jpg,papular_acne_-89-_jpg.rf.2c9ff7be35dcde726651972fd96aa57d.jpg,Papules,2,640,640,1.0,27.1865234375,train
/content/acne_dataset/AcneDataset/train/Cyst/cystic_acne_-10-_jpg.rf.e229ab5cc5caa1656df17987021b8ab1.jpg,cystic_acne_-10-_jpg.rf.e229ab5cc5caa1656df17987021b8ab1.jpg,Cyst,1,640,640,1.0,23.9033203125,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead_548_jpg.rf.8ce019af346bf7808bbfe92dc5114ca8.jpg,blackhead_548_jpg.rf.8ce019af346bf7808bbfe92dc5114ca8.jpg,Blackhead,0,640,640,1.0,26.494140625,train
/content/acne_dataset/AcneDataset/test/Cyst/cystic_acne_-91-_jpg.rf.4f2b08586444e2261a53d3235339fc2d.jpg,cystic_acne_-91-_jpg.rf.4f2b08586444e2261a53d3235339fc2d.jpg,Cyst,1,640,640,1.0,28.4658203125,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead_548_jpg.rf.5a610e0a0b37796fbf641f22d5ad824f.jpg,blackhead_548_jpg.rf.5a610e0a0b37796fbf641f22d5ad824f.jpg,Blackhead,0,640,640,1.0,29.8935546875,train
/content/acne_dataset/AcneDataset/test/Papules/papular_acne_-38-_jpg.rf.3f2a6b3727898535b7ba326123d3d74c.jpg,papular_acne_-38-_jpg.rf.3f2a6b3727898535b7ba326123d3d74c.jpg,Papules,2,640,640,1.0,25.3583984375,train
/content/acne_dataset/AcneDataset/test/Pustules/pustular_acne_-81-_jpg.rf.78f1b87e11d793101b2cb6259a97344d.jpg,pustular_acne_-81-_jpg.rf.78f1b87e11d793101b2cb6259a97344d.jpg,Pustules,3,640,640,1.0,30.064453125,train
/content/acne_dataset/AcneDataset/valid/Cyst/cystic_acne_-84-_jpg.rf.9e37199c9b39418a7bff4d710acfb013.jpg,cystic_acne_-84-_jpg.rf.9e37199c9b39418a7bff4d710acfb013.jpg,Cyst,1,640,640,1.0,27.8876953125,train
/content/acne_dataset/AcneDataset/train/Cyst/cystic_acne_-4-_jpg.rf.d52e103fd6ba91651776487a727e030b.jpg,cystic_acne_-4-_jpg.rf.d52e103fd6ba91651776487a727e030b.jpg,Cyst,1,640,640,1.0,38.7431640625,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead_546_jpg.rf.047cb0cc45b0aa5562908ae20e246c99.jpg,blackhead_546_jpg.rf.047cb0cc45b0aa5562908ae20e246c99.jpg,Blackhead,0,640,640,1.0,32.2236328125,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead_266_jpg.rf.cad53df466296a62fcaffd91f1abfb67.jpg,blackhead_266_jpg.rf.cad53df466296a62fcaffd91f1abfb67.jpg,Blackhead,0,640,640,1.0,32.802734375,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-56-_jpg.rf.9cb4c602416b0b2cd546e03dc17c5fa1.jpg,papular_acne_-56-_jpg.rf.9cb4c602416b0b2cd546e03dc17c5fa1.jpg,Papules,2,640,640,1.0,29.57421875,train
/content/acne_dataset/AcneDataset/test/Cyst/cystic_acne_-149-_jpg.rf.9380fcb6d0591290548ead91e03a5547.jpg,cystic_acne_-149-_jpg.rf.9380fcb6d0591290548ead91e03a5547.jpg,Cyst,1,640,640,1.0,30.3564453125,train
/content/acne_dataset/AcneDataset/train/Whiteheads/white_head_-3-_jpg.rf.c72cab750d1374d664a77bcdfc2197b5.jpg,white_head_-3-_jpg.rf.c72cab750d1374d664a77bcdfc2197b5.jpg,Whiteheads,4,640,640,1.0,12.7373046875,train
/content/acne_dataset/AcneDataset/train/Pustules/pustular_acne_-317-_jpg.rf.b1440143bc0206d99273d436684f310c.jpg,pustular_acne_-317-_jpg.rf.b1440143bc0206d99273d436684f310c.jpg,Pustules,3,640,640,1.0,24.33984375,train
/content/acne_dataset/AcneDataset/test/Cyst/cystic_acne_-90-_jpg.rf.355a93ce91451014fac3f52638bb8617.jpg,cystic_acne_-90-_jpg.rf.355a93ce91451014fac3f52638bb8617.jpg,Cyst,1,640,640,1.0,26.896484375,train
/content/acne_dataset/AcneDataset/train/Cyst/cystic_acne_-84-_jpg.rf.db46dff5cb2af19e850a995f0d21b365.jpg,cystic_acne_-84-_jpg.rf.db46dff5cb2af19e850a995f0d21b365.jpg,Cyst,1,640,640,1.0,27.5078125,train
/content/acne_dataset/AcneDataset/train/Pustules/pustular_acne_-77-_jpg.rf.5690ce076f19e366527379c3f0ce1136.jpg,pustular_acne_-77-_jpg.rf.5690ce076f19e366527379c3f0ce1136.jpg,Pustules,3,640,640,1.0,21.0830078125,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-68-_jpg.rf.f7b7313dcbcffcc2839c9ca0d021d718.jpg,papular_acne_-68-_jpg.rf.f7b7313dcbcffcc2839c9ca0d021d718.jpg,Papules,2,640,640,1.0,29.3779296875,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-65-_jpg.rf.4d9ca7007b189d23a139c63ec4f9b691.jpg,papular_acne_-65-_jpg.rf.4d9ca7007b189d23a139c63ec4f9b691.jpg,Papules,2,640,640,1.0,24.40234375,train
/content/acne_dataset/AcneDataset/train/Papules/Papule16_JPG_jpg.rf.c8751407bf2e3ae8dad9c8514066f714.jpg,Papule16_JPG_jpg.rf.c8751407bf2e3ae8dad9c8514066f714.jpg,Papules,2,640,640,1.0,24.580078125,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-27-_jpg.rf.00070a7bd75109763c7220126e26ec18.jpg,papular_acne_-27-_jpg.rf.00070a7bd75109763c7220126e26ec18.jpg,Papules,2,640,640,1.0,24.609375,train
/content/acne_dataset/AcneDataset/test/Blackheads/blackhead-50-_jpg.rf.7c62a9d5a05ad1c45124d7b34b1aef74.jpg,blackhead-50-_jpg.rf.7c62a9d5a05ad1c45124d7b34b1aef74.jpg,Blackhead,0,640,640,1.0,31.84375,train
/content/acne_dataset/AcneDataset/train/Pustules/Pustule-7-_jpg.rf.57920ec46dd7bd401847f49a2911c714.jpg,Pustule-7-_jpg.rf.57920ec46dd7bd401847f49a2911c714.jpg,Pustules,3,640,640,1.0,14.30859375,train
/content/acne_dataset/AcneDataset/valid/Pustules/Pustule-19-_JPG_jpg.rf.e24a8f004357aa79f46a691d15dd6fc1.jpg,Pustule-19-_JPG_jpg.rf.e24a8f004357aa79f46a691d15dd6fc1.jpg,Pustules,3,640,640,1.0,29.7841796875,train
/content/acne_dataset/AcneDataset/valid/Blackheads/blackhead_546_jpg.rf.13de6928887b6944f452179ef25550ae.jpg,blackhead_546_jpg.rf.13de6928887b6944f452179ef25550ae.jpg,Blackhead,0,640,640,1.0,24.1337890625,train
/content/acne_dataset/AcneDataset/train/Pustules/Pustule-2-_jpg.rf.2c479b54545c239848f9472a431da946.jpg,Pustule-2-_jpg.rf.2c479b54545c239848f9472a431da946.jpg,Pustules,3,640,640,1.0,17.919921875,train
/content/acne_dataset/AcneDataset/test/Papules/papular_acne_-37-_jpg.rf.a3b8f8b72731ae84ae58d9b699983fed.jpg,papular_acne_-37-_jpg.rf.a3b8f8b72731ae84ae58d9b699983fed.jpg,Papules,2,640,640,1.0,21.427734375,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-27-_jpg.rf.cc1a4ff1c7067b0790704a8e0647f7b3.jpg,papular_acne_-27-_jpg.rf.cc1a4ff1c7067b0790704a8e0647f7b3.jpg,Papules,2,640,640,1.0,27.185546875,train
/content/acne_dataset/AcneDataset/test/Whiteheads/white_head_-13-_jpg.rf.3687fdf23e25b76a1d8458d0dfa1e6f3.jpg,white_head_-13-_jpg.rf.3687fdf23e25b76a1d8458d0dfa1e6f3.jpg,Whiteheads,4,640,640,1.0,14.2119140625,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-89-_jpg.rf.d09b427f20bcca5927fafbbd9f59b655.jpg,papular_acne_-89-_jpg.rf.d09b427f20bcca5927fafbbd9f59b655.jpg,Papules,2,640,640,1.0,27.4130859375,train
/content/acne_dataset/AcneDataset/valid/Whiteheads/white_head_-1-_jpg.rf.2d02fd8e60c8f6c785e90ffa04771ab6.jpg,white_head_-1-_jpg.rf.2d02fd8e60c8f6c785e90ffa04771ab6.jpg,Whiteheads,4,640,640,1.0,12.669921875,train
/content/acne_dataset/AcneDataset/valid/Papules/papular_acne_-50-_jpg.rf.fe5cc5bd22b66966c0230a3120b4b774.jpg,papular_acne_-50-_jpg.rf.fe5cc5bd22b66966c0230a3120b4b774.jpg,Papules,2,640,640,1.0,36.4697265625,train
/content/acne_dataset/AcneDataset/valid/Pustules/pustular_acne_-123-_jpg.rf.93455824c4b1b446d4c5a39d1f44a873.jpg,pustular_acne_-123-_jpg.rf.93455824c4b1b446d4c5a39d1f44a873.jpg,Pustules,3,640,640,1.0,25.94921875,train
/content/acne_dataset/AcneDataset/train/Pustules/pustular_acne_-289-_jpg.rf.a751bf37fef25c252c12a5780d2137b0.jpg,pustular_acne_-289-_jpg.rf.a751bf37fef25c252c12a5780d2137b0.jpg,Pustules,3,640,640,1.0,30.8955078125,train
/content/acne_dataset/AcneDataset/train/Blackheads/blackhead_70_jpg.rf.085599535952eda4ecd3511db0b257be.jpg,blackhead_70_jpg.rf.085599535952eda4ecd3511db0b257be.jpg,Blackhead,0,640,640,1.0,26.41015625,train
/content/acne_dataset/AcneDataset/train/Papules/papular_acne_-17-_jpg.rf.40f6c83b27ec68e346324e81626e27b9.jpg,papular_acne_-17-_jpg.rf.40f6c83b27ec68e346324e81626e27b9.jpg,Papules,2,640,640,1.0,23.7724609375,train
