filename, Blackheads, Cyst, Papules, Pustules, Whiteheads
cystic_acne_-136-_jpg.rf.f89942a440740a1e6f4b473f01cdd594.jpg, 0, 1, 0, 0, 0
cystic_acne_-175-_jpg.rf.f8a9c7d370390ca939d3974b2ba8c19a.jpg, 0, 1, 0, 0, 0
papular_acne_-17-_jpg.rf.f8e8bec31e6f467b460db155e7fb675c.jpg, 0, 0, 1, 0, 0
papular_acne_-68-_jpg.rf.f881b3648b6f350c000402465c82df95.jpg, 0, 0, 1, 0, 0
cystic_acne_-5-_jpg.rf.f9000bfd693779746023d217b51cc5c9.jpg, 0, 1, 0, 0, 0
blackhead_242_jpg.rf.f8e5265cde3aae3d3bb939953173e18c.jpg, 1, 0, 0, 0, 0
papular_acne_-27-_jpg.rf.f91cf2e01dad323c7e801b4cb691a40f.jpg, 0, 0, 1, 0, 0
blackhead_142_jpg.rf.f917fe020ed855a5aed69bd0a9fed699.jpg, 1, 0, 0, 0, 0
cystic_acne_-5-_jpg.rf.f906339064b0e1365e495dbaa78ace98.jpg, 0, 1, 0, 0, 0
blackhead_546_jpg.rf.f95d84a2c26d369a370da775afb231f5.jpg, 1, 0, 0, 0, 0
pustular_acne_-77-_jpg.rf.f96c71f46a9a16a6a09e6051a80bb4d6.jpg, 0, 0, 0, 1, 0
Papule12_JPG_jpg.rf.f95cd5649419c80506b26fec95b15fe4.jpg, 0, 0, 1, 0, 0
blackhead-21-_jpg.rf.f9083197e739db8bdedd0875c88096a7.jpg, 1, 0, 0, 0, 0
Pustule-8-_jpg.rf.fa29a0c54d725cbd99557a0dc8e87e11.jpg, 0, 0, 0, 1, 0
papular_acne_-14-_jpg.rf.fa7d7f5a1ebf510f2e19e6098eb15097.jpg, 0, 0, 1, 0, 0
papular_acne_-38-_jpg.rf.fa557e390e0adaac4cd30447a20bb787.jpg, 0, 0, 1, 0, 0
blackhead-5-_JPG_jpg.rf.f99daa5ee998fbf97266d5e48c8bc7cc.jpg, 1, 0, 0, 0, 0
pustular_acne_-289-_jpg.rf.fadf70ebfff47878ebcbeb3baf11afe8.jpg, 0, 0, 0, 1, 0
papular_acne_-17-_jpg.rf.fa4951574cd98b383742835f2d19a126.jpg, 0, 0, 1, 0, 0
pustular_acne_-317-_jpg.rf.fa847780ca1c9cea7cad361e0e0df96a.jpg, 0, 0, 0, 1, 0
Pustule-19-_JPG_jpg.rf.f972d57c3e4ebf64d3bcb3e182f09784.jpg, 0, 0, 0, 1, 0
blackhead_602_jpg.rf.fac25a6005750640a23225bbd5904273.jpg, 1, 0, 0, 0, 0
pustular_acne_-50-_jpg.rf.f948ed9ad198692dcd1c6b3d521b1b98.jpg, 0, 0, 0, 1, 0
pustular_acne_-192-_jpg.rf.facdb7e9d23b761dd5ef51bd1a8cd997.jpg, 0, 0, 0, 1, 0
blackhead-4-_JPG_jpg.rf.fb0fc823b9c50ca02e5ff75aa92d854d.jpg, 1, 0, 0, 0, 0
pustular_acne_-6-_jpg.rf.facd3b4860925a9564c2bc1c022f72c5.jpg, 0, 0, 0, 1, 0
blackhead-36-_jpg.rf.f951e9c4cb25ece13a058f3ebb61a4a9.jpg, 1, 0, 0, 0, 0
blackhead-7-_JPG_jpg.rf.fb3d8afe16e3f23b0856bf08990dfa58.jpg, 1, 0, 0, 0, 0
white_head_-12-_jpg.rf.fb8189e21a7af1f528477b04165dbf2a.jpg, 0, 0, 0, 0, 1
blackhead-54-_JPG_jpg.rf.fb6c586363073529629558c48e5e077f.jpg, 1, 0, 0, 0, 0
Papule13_JPG_jpg.rf.f9d0a1afaeea3ae0157893990da30347.jpg, 0, 0, 1, 0, 0
cystic_acne_-43-_jpg.rf.fb0e3263283cd854cd619062550d2621.jpg, 0, 1, 0, 0, 0
cystic_acne_-68-_jpg.rf.fad8caeaf37c40cd2ab2f34e6e03ba2b.jpg, 0, 1, 0, 0, 0
Pustule-16-_JPG_jpg.rf.fc49b3d6bbd4cb4efce450ff2e8d0314.jpg, 0, 0, 0, 1, 0
blackhead-5-_JPG_jpg.rf.fba53c5275ce65721f6a4bd0aafc5dd9.jpg, 1, 0, 0, 0, 0
blackhead_546_jpg.rf.fc7f2e81a509b2097fe9589bcb16ec2c.jpg, 1, 0, 0, 0, 0
pustular_acne_-308-_jpg.rf.fc8f84da96a1f4cf3c6875ea592e52de.jpg, 0, 0, 0, 1, 0
papular_acne_-38-_jpg.rf.fc25ff4d5ef6a19a89e4fddb1b40eb7e.jpg, 0, 0, 1, 0, 0
blackhead_79_jpg.rf.fb8d908a889033a72c4b44c772ed5361.jpg, 1, 0, 0, 0, 0
cystic_acne_-43-_jpg.rf.fca5efc06147758df24e15102f46a0b9.jpg, 0, 1, 0, 0, 0
blackhead-24-_jpg.rf.fc1972b4fcbb98485bec759c7828f510.jpg, 1, 0, 0, 0, 0
blackhead_270_jpg.rf.fc4602fde6b432bab362b55f0182c393.jpg, 1, 0, 0, 0, 0
cystic_acne_-149-_jpg.rf.fc5453afb1bb732cca3ffc99ccb6eeaa.jpg, 0, 1, 0, 0, 0
cystic_acne_-5-_jpg.rf.fc034eaaafd05f1e746da35dd9454e04.jpg, 0, 1, 0, 0, 0
cystic_acne_-167-_jpg.rf.fcb9bdec09c9c666be1a09aeda20e00e.jpg, 0, 1, 0, 0, 0
blackhead-35-_jpg.rf.fc05fe90205f339eb17914d3b35e21d7.jpg, 1, 0, 0, 0, 0
blackhead_546_jpg.rf.fca3a894b5f515e28d7e154fbf4974bb.jpg, 1, 0, 0, 0, 0
cystic_acne_-181-_jpg.rf.fcca5798c6c20c511713f89b46bd150d.jpg, 0, 1, 0, 0, 0
pustular_acne_-123-_jpg.rf.fc76d280427ce4ded23b9ce7e3649553.jpg, 0, 0, 0, 1, 0
cystic_acne_-100-_jpg.rf.fd137e488bbfde94796396e351d3657e.jpg, 0, 1, 0, 0, 0
Pustule-6-_jpg.rf.fd1c20583f22167741e8e72b97fe5b47.jpg, 0, 0, 0, 1, 0
pustular_acne_-339-_jpg.rf.fcf4141a6345b57f88274b5c4100afc4.jpg, 0, 0, 0, 1, 0
blackhead-13-_JPG_jpg.rf.fc341da51313b3bd41f7f6b38a0c57ba.jpg, 1, 0, 0, 0, 0
pustular_acne_-77-_jpg.rf.fceebed6fa4f796a208c8ff57081ca68.jpg, 0, 0, 0, 1, 0
pustular_acne_-6-_jpg.rf.fd0ffd48d051962c76d1d5360d36f0ae.jpg, 0, 0, 0, 1, 0
pustular_acne_-308-_jpg.rf.fcd62dd7bacc2ceb4134edaab8986ab2.jpg, 0, 0, 0, 1, 0
papular_acne_-13-_jpg.rf.fd227577f31f72ce33f07f5f214bf799.jpg, 0, 0, 1, 0, 0
cystic_acne_-149-_jpg.rf.fd7ef16b16922514d63dd2f1ee31f7e6.jpg, 0, 1, 0, 0, 0
pustular_acne_-81-_jpg.rf.fdb1ea33c528cc5f742c1df8f3733151.jpg, 0, 0, 0, 1, 0
cystic_acne_-84-_jpg.rf.fecdac8df4c4c5e54bc64d09e663fed1.jpg, 0, 1, 0, 0, 0
papular_acne_-37-_jpg.rf.fdeb04d64882f15af3d1cbe9eb514d58.jpg, 0, 0, 1, 0, 0
pustular_acne_-343-_jpg.rf.fead022e69a134953e46f4db62cf965d.jpg, 0, 0, 0, 1, 0
blackhead-6-_JPG_jpg.rf.ff4c1d97e9b8f99ba920acc6c2e1c923.jpg, 1, 0, 0, 0, 0
papular_acne_-3-_jpg.rf.ff10b1cafacb5c955315b97039714f31.jpg, 0, 0, 1, 0, 0
papular_acne_-38-_jpg.rf.fea50ed41e145069ba4efe0cc70b91a7.jpg, 0, 0, 1, 0, 0
blackhead-79-_JPG_jpg.rf.fda25c1f7e71fb5f897da6765b100e53.jpg, 1, 0, 0, 0, 0
cystic_acne_-84-_jpg.rf.fe008983c0350bdfc833ce8df60578b9.jpg, 0, 1, 0, 0, 0
papular_acne_-50-_jpg.rf.febece7fda16467a2aecc3eb28cfe608.jpg, 0, 0, 1, 0, 0
pustular_acne_-289-_jpg.rf.feabb6b058bae94254b40266df9d6ede.jpg, 0, 0, 0, 1, 0
cystic_acne_-10-_jpg.rf.fd427898ca5148bf3784eee447ccd7ce.jpg, 0, 1, 0, 0, 0
cystic_acne_-5-_jpg.rf.fef0b4fe466c84d36af70339b15922c8.jpg, 0, 1, 0, 0, 0
cystic_acne_-43-_jpg.rf.fe0cc6635f0be28450096ced9526246d.jpg, 0, 1, 0, 0, 0
cystic_acne_-175-_jpg.rf.fe72a6da053ff62de71f108381d38e33.jpg, 0, 1, 0, 0, 0
cystic_acne_-149-_jpg.rf.fedc7cc01e59bbabf8c64217eca14d4f.jpg, 0, 1, 0, 0, 0
cystic_acne_-90-_jpg.rf.ff43c1f70990203f124ff88e463e8254.jpg, 0, 1, 0, 0, 0
blackhead-32-_JPG_jpg.rf.ff0f71259fee718ba279cb9ce203c209.jpg, 1, 0, 0, 0, 0
Pustule-13-_jpg.rf.ff1812ba4007b5c62f4531c844db5328.jpg, 0, 0, 0, 1, 0
pustular_acne_-50-_jpg.rf.fee05a8a58f225dc352045870cb967f9.jpg, 0, 0, 0, 1, 0
Pustule-16-_JPG_jpg.rf.fd4179477de7493d984d61001135eeaa.jpg, 0, 0, 0, 1, 0
cystic_acne_-175-_jpg.rf.fef6d1f92397c982ac172c7de0e30293.jpg, 0, 1, 0, 0, 0
cystic_acne_-167-_jpg.rf.ff5350b66c575ea7fa8ea4e37760dbba.jpg, 0, 1, 0, 0, 0
blackhead_79_jpg.rf.feff6695cace651a915afe874b71e0cb.jpg, 1, 0, 0, 0, 0
pustular_acne_-123-_jpg.rf.fff078a2c489c6a3737190852b0e7fa9.jpg, 0, 0, 0, 1, 0
white_head_-9-_jpg.rf.ff7b7f2a559746cdaf3486ea286394b3.jpg, 0, 0, 0, 0, 1
papular_acne_-90-_jpg.rf.ffac5be9d125f2d61f143f8bf2f311e7.jpg, 0, 0, 1, 0, 0
pustular_acne_-77-_jpg.rf.ffe34b488c36cb61436f968bf7cb04ec.jpg, 0, 0, 0, 1, 0
papular_acne_-68-_jpg.rf.ffd1ca37ce869fc452b4fea65433194c.jpg, 0, 0, 1, 0, 0
papular_acne_-50-_jpg.rf.ff784e23728507d4e74ee43b6133b2a0.jpg, 0, 0, 1, 0, 0
papular_acne_-56-_jpg.rf.ffc0421e54030c34d77ee1c2c7f765dc.jpg, 0, 0, 1, 0, 0
papular_acne_-106-_jpg.rf.ffca32929ee6f8710fa31acd8f9326bb.jpg, 0, 0, 1, 0, 0
papular_acne_-8-_jpg.rf.fffb2ce86eab31ed01298cd0124910bb.jpg, 0, 0, 1, 0, 0
cystic_acne_-6-_jpg.rf.49a088e772b0182bfda6b2edd98003ad.jpg, 0, 1, 0, 0, 0
papular_acne_-92-_jpg.rf.49cd808919c8f88da69746bc2227111a.jpg, 0, 0, 1, 0, 0
papular_acne_-91-_jpg.rf.49e0aff518e831e6f6a76aead452fe3d.jpg, 0, 0, 1, 0, 0
blackhead-25-_jpg.rf.49ef589caa53bcd40c4de8b84c8ead87.jpg, 1, 0, 0, 0, 0
papular_acne_-17-_jpg.rf.4a13e99699f800c0ef9cc64a2b29d230.jpg, 0, 0, 1, 0, 0
blackhead-56-_jpg.rf.4a1b270ce75638a2a394f9f7ec5cb507.jpg, 1, 0, 0, 0, 0
cystic_acne_-149-_jpg.rf.4a296891b28d5b7eabb1a0d108cedebc.jpg, 0, 1, 0, 0, 0
pustular_acne_-338-_jpg.rf.4a703105088373dff8380210de9d77a0.jpg, 0, 0, 0, 1, 0
cystic_acne_-106-_jpg.rf.4a337bb08ddeb60d3395ee8ae21faef2.jpg, 0, 1, 0, 0, 0
cystic_acne_-10-_jpg.rf.4aa8693b481d6189e157a8640a7101e9.jpg, 0, 1, 0, 0, 0
