epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
12,0.8517487049102783,0.9775506854057312,9.999999747378752e-06,0.7918052673339844,0.9260106682777405,0.751470148563385,0.860028862953186,0.9840938448905945,0.7991950511932373,0.9242957830429077,0.7575757503509521
13,0.8628907203674316,0.978962242603302,9.999999747378752e-06,0.7791299819946289,0.9287330508232117,0.7623026967048645,0.8585858345031738,0.9843845367431641,0.7963965535163879,0.9284467697143555,0.7676767706871033
14,0.8635097742080688,0.9780957102775574,9.999999747378752e-06,0.7847164273262024,0.9263940453529358,0.7712782621383667,0.8629148602485657,0.9849244356155396,0.7892515063285828,0.9268292784690857,0.7676767706871033
15,0.858248233795166,0.9786537289619446,9.999999747378752e-06,0.7804473638534546,0.926244854927063,0.7657071948051453,0.8571428656578064,0.9845877885818481,0.7948479056358337,0.9252173900604248,0.7676767706871033
16,0.8560817241668701,0.9778105020523071,9.999999747378752e-06,0.7898655533790588,0.9291934967041016,0.7595171928405762,0.8571428656578064,0.9852515459060669,0.784660816192627,0.9320557713508606,0.7720057964324951
17,0.8687712550163269,0.9806808233261108,9.999999747378752e-06,0.7666791677474976,0.9255162477493286,0.7768492698669434,0.8715728521347046,0.9861147999763489,0.7733057141304016,0.9387040138244629,0.7734487652778625
18,0.8647477626800537,0.9800626635551453,9.999999747378752e-06,0.778357744216919,0.9299435019493103,0.7641596794128418,0.8643578886985779,0.9860722422599792,0.783063530921936,0.9294320344924927,0.7792207598686218
19,0.8721758127212524,0.9820562601089478,9.999999747378752e-06,0.7587881088256836,0.9331116080284119,0.7814918160438538,0.8730158805847168,0.9865783452987671,0.7752844095230103,0.9375,0.7792207598686218
20,0.8768182992935181,0.983698844909668,9.999999747378752e-06,0.754241943359375,0.9362637400627136,0.7910863757133484,0.8730158805847168,0.9867836833000183,0.7715651988983154,0.9377162456512451,0.7821067571640015
21,0.8731042742729187,0.9825469851493835,9.999999747378752e-06,0.751412034034729,0.9277899265289307,0.787372350692749,0.8744588494300842,0.9871885180473328,0.7654131650924683,0.9444444179534912,0.7849928140640259
22,0.8777468204498291,0.982883632183075,9.999999747378752e-06,0.7539835572242737,0.9349504113197327,0.787372350692749,0.8759018778800964,0.9872851371765137,0.7632887363433838,0.9394463896751404,0.7835497856140137
23,0.8854843974113464,0.9841944575309753,9.999999747378752e-06,0.7468178868293762,0.9418859481811523,0.7975859045982361,0.8715728521347046,0.9872931241989136,0.7680482864379883,0.936096727848053,0.7821067571640015
24,0.8737233281135559,0.9825583696365356,9.999999747378752e-06,0.752953290939331,0.9313116669654846,0.7889198660850525,0.8802309036254883,0.9879673719406128,0.7602019309997559,0.9441536068916321,0.780663788318634
25,0.8861033916473389,0.986046314239502,9.999999747378752e-06,0.7427211999893188,0.9415395855903625,0.8025379180908203,0.8759018778800964,0.9879012107849121,0.7590510845184326,0.9429065585136414,0.7864357829093933
26,0.8811513185501099,0.9849507212638855,9.999999747378752e-06,0.7439520359039307,0.9409835934638977,0.7994428873062134,0.8860028982162476,0.9884918928146362,0.7492557764053345,0.9511343836784363,0.7864357829093933
27,0.8885793685913086,0.9853512048721313,9.999999747378752e-06,0.7422499656677246,0.9334787130355835,0.7948004007339478,0.8816738724708557,0.988137423992157,0.7544949650764465,0.9414802193641663,0.789321780204773
28,0.8796038627624512,0.984183669090271,9.999999747378752e-06,0.7452610731124878,0.9361313581466675,0.7938718795776367,0.8787878751754761,0.9884465932846069,0.7523706555366516,0.94017094373703,0.7936508059501648
29,0.8765088319778442,0.9855953454971313,9.999999747378752e-06,0.741699755191803,0.9369108080863953,0.799752414226532,0.8888888955116272,0.9885963201522827,0.7479327321052551,0.9418803453445435,0.7950937747955322
