Age_Group_14-18,Age_Group_19-24,Age_Group_25-36,Age_Group_37-45,Age_Group_45+,Skin_Type_Combination,Skin_Type_Dry,Skin_Type_Normal,Skin_Type_Oily,Skin_Subtype_Dry to Normal,Skin_Subtype_Extreme Dry,Skin_Subtype_Extreme Oily,Skin_Subtype_Normal to Dry,Skin_Subtype_Normal to Oily,Skin_Subtype_Oily to Normal,Skin_Subtype_T-Zone Dry Cheeks Oily,Skin_Subtype_T-Zone Oily Cheeks Dry,Sensitivity_No,Sensitivity_Yes,Concern_Acne,Concern_Dark Circles,Concern_Dark Spots,Concern_Dullness,Concern_Hyperpigmentation,Concern_Open Pores,Concern_Redness,Concern_Sun Tan,Concern_Whiteheads / Blackheads,Concern_Wrinkles,Internal_Type_Comedonal,Internal_Type_Cystic,Internal_Type_Fungal,Internal_Type_General,Internal_Type_Inflammatory,Internal_Type_Pigmented,Internal_Type_Vascular,conc_zinc_pca,conc_benzoyl_peroxide,conc_salicylic_acid,conc_niacinamide,conc_azelaic_acid,conc_hyaluronic_acid,conc_caffeine,conc_vitamin_c,conc_alpha_arbutin,conc_lactic_acid,conc_green_tea_extract,conc_chamomile_extract,conc_aloe_vera,conc_glycolic_acid,conc_licorice_extract,conc_kojic_acid,conc_tranexamic_acid,conc_clay,conc_centella_asiatica,conc_willow_bark_extract,conc_coenzyme_q10,conc_peptides,conc_retinol,ing_tfidf_0,ing_tfidf_1,ing_tfidf_2,ing_tfidf_3,ing_tfidf_4,ing_tfidf_5,ing_tfidf_6,ing_tfidf_7,ing_tfidf_8,ing_tfidf_9,ing_tfidf_10,ing_tfidf_11,ing_tfidf_12,ing_tfidf_13,ing_tfidf_14,ing_tfidf_15,ing_tfidf_16,ing_tfidf_17,ing_tfidf_18,ing_tfidf_19,ing_tfidf_20,ing_tfidf_21,ing_tfidf_22,ing_tfidf_23,ing_tfidf_24,ing_tfidf_25,ing_tfidf_26,ing_tfidf_27,ing_tfidf_28,ing_tfidf_29,ing_tfidf_30,ing_tfidf_31,ing_tfidf_32,ing_tfidf_33,ing_tfidf_34,ing_tfidf_35,ing_tfidf_36,ing_tfidf_37,ing_tfidf_38,ing_tfidf_39,ing_tfidf_40,ing_tfidf_41,ing_tfidf_42,ing_tfidf_43,ing_tfidf_44,ing_tfidf_45,ing_tfidf_46,ing_tfidf_47,ing_tfidf_48,ing_tfidf_49,eff_tfidf_0,eff_tfidf_1,eff_tfidf_2,eff_tfidf_3,eff_tfidf_4,eff_tfidf_5,eff_tfidf_6,eff_tfidf_7,eff_tfidf_8,eff_tfidf_9,eff_tfidf_10,eff_tfidf_11,eff_tfidf_12,eff_tfidf_13,eff_tfidf_14,eff_tfidf_15,eff_tfidf_16,eff_tfidf_17,eff_tfidf_18,eff_tfidf_19,eff_tfidf_20,eff_tfidf_21,eff_tfidf_22,eff_tfidf_23,eff_tfidf_24,eff_tfidf_25,eff_tfidf_26,eff_tfidf_27,eff_tfidf_28,eff_tfidf_29,eff_tfidf_30,eff_tfidf_31,eff_tfidf_32,eff_tfidf_33,eff_tfidf_34,eff_tfidf_35,eff_tfidf_36,eff_tfidf_37,eff_tfidf_38,eff_tfidf_39,eff_tfidf_40,eff_tfidf_41,eff_tfidf_42,eff_tfidf_43,eff_tfidf_44,eff_tfidf_45,eff_tfidf_46,eff_tfidf_47,eff_tfidf_48,eff_tfidf_49
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,1.281379366,-0.992522224,2.503339849,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,1.573031394,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.376448839,0,0,0,0,0,0,0,0,0,0,0.349120276,0.349120276,0,0,0,0,0,0,0,0,0.216551573,0,0,0,0.303025726,0.303025726,0,0,0,0,0,0,0,0,0,0,0,0,0.316483325,0.316483325,0.303025726,0.303025726,0,0,0,0,0,0,0,0.193521779,0.252237153,0.196610172,0,0.186897958,0,0,0.205341776,0.196610172,0.196610172,0.183649329,0.196610172,0.196610172,0,0,0,0,0,0.197184093,0.197184093,0,0.165626251,0.196040142,0,0,0.196610172,0.196610172,0,0,0.197184093,0,0.190809317,0.205341776,0,0.183649329,0.183649329,0.096070457,0,0,0,0,0.205341776,0.205341776,0,0.105295092,0,0,0,0.205341776,0.205341776
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.236102704,2.297245205,-0.437871775,1.081559594,-0.419963905,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413756554,0.413756554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220278242,0.382053241,0.413756554,0,0,0,0,0,0,0,0,0,0,0.382053241,0.382053241,0.3874821,0.168348635,0,0,0,0,0.262446593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262446593,0.262446593,0,0,0,0,0,0,0,0,0.386381779,0,0,0.192358621,0.262446593,0,0.262446593,0.262446593,0,0,0.47112032,0,0,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-0.327724649,-0.376190611,-0.437871775,-0.992522224,-0.419963905,1.240739612,-0.360792938,1.891153335,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,1.844544636,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.190008823,0,0,0.537645508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218604524,0,0,0,0,0,0.375268368,0.375268368,0,0,0,0,0.349914244,0.349914244,0,0,0,0,0,0,0,0,0,0,0,0.317038428,0,0,0,0,0.278955506,0,0.248723135,0,0.210432378,0,0,0,0,0,0,0,0.225354621,0.225354621,0.218709997,0.218709997,0.248723135,0,0,0.22466838,0,0,0,0,0,0,0.237084819,0.248723135,0,0.209266405,0,0,0,0,0,0.106246771,0,0.225354621,0,0,0,0,0,0.34934559,0.225354621,0.218709997,0.248723135,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.327724649,-0.376190611,-0.437871775,-0.992522224,-0.419963905,1.240739612,2.771672878,1.891153335,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.247675101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537886004,0,0,0,0,0,0,0,0,0,0,0,0.489159551,0.489159551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413257254,0,0,0,0,0.269733447,0,0,0,0.305213463,0,0,0,0,0,0,0,0.32685685,0.32685685,0,0,0,0,0,0.325861519,0.26567224,0,0,0,0,0,0,0,0,0.303522322,0,0,0,0,0,0.154101499,0,0.32685685,0,0,0,0,0,0.337796487,0.32685685,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,-0.437871775,1.081559594,-0.419963905,-0.290362598,-0.360792938,1.891153335,2.05968365,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0,0,0,0,0,0,0,0.50535207,0.50535207,0.50535207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261616683,0,0,0,0,0,0,0,0,0,0,0.406711898,0,0,0,0,0.317756167,0,0,0,0.239701975,0.165121671,0,0,0,0,0,0,0.256699792,0.256699792,0.24913095,0.24913095,0,0,0,0,0,0,0.165121671,0.165121671,0,0,0,0,0,0.238373823,0,0,0,0,0,0.363074748,0.165121671,0.256699792,0.165121671,0.165121671,0,0,0.148205723,0.132645664,0.256699792,0.24913095,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,-0.437871775,1.081559594,-0.419963905,-0.290362598,-0.360792938,-0.536737237,-0.334551626,0.947091911,1.573031394,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.166323295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191354402,0.400801914,0,0,0.26776673,0.26776673,0,0,0,0,0.47771064,0.47771064,0,0,0.17851297,0,0,0,0,0,0.26776673,0.26776673,0,0,0,0,0,0,0,0,0.307371112,0.239585194,0,0.227750086,0,0.159725088,0,0.239585194,0.239585194,0.223791372,0.239585194,0.239585194,0,0,0,0,0,0,0,0,0.201828812,0.238890567,0.159725088,0.159725088,0.239585194,0.239585194,0,0,0,0,0,0,0,0.223791372,0.223791372,0.117069524,0.159725088,0,0.159725088,0.159725088,0,0,0.143361995,0.128310477,0,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,-0.437871775,1.081559594,-0.419963905,-0.290362598,-0.360792938,1.891153335,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,4.358898944,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.188609789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202432819,0,0,0,0,0,0,0,0.516672506,0.516672506,0,0.314704074,0.538987654,0,0,0,0.311082884,0,0,0,0.23466793,0.161653906,0,0,0,0,0,0,0.251308771,0.251308771,0,0,0,0,0,0,0,0,0.161653906,0.161653906,0,0,0,0,0,0.466735341,0,0,0.237991749,0,0,0.355449717,0.161653906,0.251308771,0.161653906,0.161653906,0,0,0.145093215,0.129859937,0.251308771,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,1.281379366,1.081559594,-0.419963905,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,1.573031394,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.203693826,0,0.437077499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234349075,0,0,0,0.32793019,0.32793019,0,0,0,0,0,0,0,0,0.218622351,0,0,0,0.342493814,0.342493814,0.32793019,0.32793019,0,0,0,0,0,0,0,0,0.256426513,0.199875633,0,0,0,0.133251778,0.208752259,0.199875633,0.199875633,0.186699526,0.199875633,0.199875633,0,0,0,0,0,0.200459086,0.200459086,0,0,0,0.133251778,0.133251778,0.199875633,0.199875633,0,0,0.200459086,0,0.193978433,0.208752259,0,0.186699526,0.186699526,0.097666074,0.133251778,0,0.133251778,0.133251778,0.208752259,0.208752259,0.119600753,0,0,0,0,0.208752259,0.208752259
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,-0.437871775,1.081559594,-0.419963905,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,-0.511933294,1.817452118,0.681126475,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0,0,0,0,0,0.538587164,0.538587164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26341207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245734984,0,0,0,0,0,0,0,0,0,0.538587164,0,0,0,0,0,0.512602706,0,0,0,0,0.266373478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412845838,0,0,0.266373478,0.266373478,0,0,0,0,0,0,0,0,0,0,0,0.195236807,0.266373478,0,0.266373478,0.266373478,0,0,0.239084754,0.213983342,0,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,-0.437871775,1.081559594,-0.419963905,-0.290362598,-0.360792938,-0.536737237,2.05968365,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,1.844544636,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0,0,0,0,0,0,0,0.440482295,0.440482295,0.440482295,0,0,0,0,0,0,0,0,0,0,0,0.244437889,0,0,0,0,0,0,0,0,0,0,0,0.391265,0.391265,0.228034124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259316001,0,0.231212101,0,0,0.134753298,0,0,0,0,0,0,0,0,0.406623999,0.406623999,0.231212101,0,0,0,0,0,0.134753298,0.134753298,0,0,0.220393166,0.231212101,0,0,0,0,0,0,0,0.197533206,0.134753298,0,0.134753298,0.134753298,0,0,0.120948449,0.10825012,0,0.406623999,0.231212101,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.799930057,-0.376190611,0.421753796,-0.992522224,-0.419963905,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,2.013417639,-0.146537899,-0.124389759,-0.105159174,0.233292449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268402192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434279833,0,0,0.392261377,0.392261377,0,0,0,0,0,0,0,0.434279833,0.434279833,0,0.218070119,0,0,0,0,0,0.266290503,0,0,0,0,0,0,0,0,0,0,0.255711488,0.255711488,0,0,0,0,0,0,0,0,0,0.255711488,0,0.494889153,0.266290503,0.250249492,0,0,0,0,0,0,0,0.266290503,0.266290503,0.152566227,0,0,0,0,0.266290503,0.266290503
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,-0.437871775,-0.577705861,-0.419963905,7.36514845,-0.360792938,-0.536737237,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,1.963005125,-0.124389759,-0.105159174,0.161003436,0,0.345474286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455572391,0.455572391,0,0,0,0,0,0,0.317982584,0.317982584,0,0,0,0,0,0,0.172803223,0,0,0.455572391,0,0,0,0,0,0,0,0,0,0,0,0,0.41103834,0,0,0,0,0.213595657,0,0,0,0.299269613,0,0,0,0,0,0,0,0,0,0.331046765,0,0,0.213595657,0.213595657,0,0,0,0,0,0,0,0,0,0.299269613,0.299269613,0.156553627,0.213595657,0,0.213595657,0.213595657,0,0,0.191713776,0.343171648,0,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.31054888,-0.376190611,-0.437871775,1.081559594,-0.12763353,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.226872243,0,0,0,0,0,0,0,0,0,0,0.420804592,0.420804592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243499491,0.422328456,0,0,0,0,0,0,0,0,0,0,0,0.422328456,0.422328456,0.302151919,0.262550776,0,0,0.291809929,0,0.204651368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258597713,0.306083922,0.204651368,0.204651368,0,0,0,0,0,0,0,0,0.301293907,0,0,0.29999593,0.204651368,0,0.204651368,0.204651368,0,0,0.367371573,0.16440069,0,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.327724649,2.297245205,-0.437871775,1.081559594,-0.419963905,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,1.573031394,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402912216,0.402912216,0,0,0,0,0,0,0.229935397,0,0,0,0.321754027,0.321754027,0,0,0,0,0,0,0,0,0.214504867,0,0.402912216,0,0,0,0.321754027,0.321754027,0,0,0,0,0,0,0,0.257765255,0.223981591,0.261878902,0,0,0,0.174587711,0,0.261878902,0.261878902,0.244615444,0.261878902,0.261878902,0,0,0,0,0,0,0,0,0,0,0.174587711,0.174587711,0.261878902,0.261878902,0,0,0,0,0,0,0,0.244615444,0.244615444,0.127962992,0.174587711,0,0.174587711,0.174587711,0,0,0.156702012,0,0,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,1.281379366,-0.992522224,2.503339849,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,1.573031394,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.376448839,0,0,0,0,0,0,0,0,0,0,0.349120276,0.349120276,0,0,0,0,0,0,0,0,0.216551573,0,0,0,0.303025726,0.303025726,0,0,0,0,0,0,0,0,0,0,0,0,0.316483325,0.316483325,0.303025726,0.303025726,0,0,0,0,0,0,0,0.193521779,0.252237153,0.196610172,0,0.186897958,0,0,0.205341776,0.196610172,0.196610172,0.183649329,0.196610172,0.196610172,0,0,0,0,0,0.197184093,0.197184093,0,0.165626251,0.196040142,0,0,0.196610172,0.196610172,0,0,0.197184093,0,0.190809317,0.205341776,0,0.183649329,0.183649329,0.096070457,0,0,0,0,0.205341776,0.205341776,0,0.105295092,0,0,0,0.205341776,0.205341776
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.327724649,2.297245205,1.281379366,1.081559594,-0.419963905,-0.290362598,-0.360792938,-0.536737237,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.223612399,0,0,0,0,0,0,0,0,0,0,0,0,0.450802027,0.450802027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240000737,0,0.450802027,0,0.375985198,0.375985198,0,0,0,0,0,0,0,0,0,0.250268448,0.217467343,0,0,0,0,0.169510028,0.26555444,0,0,0,0,0,0,0,0,0,0,0.255004667,0.255004667,0,0,0,0.169510028,0.169510028,0,0,0,0,0.255004667,0,0.246760606,0.26555444,0,0,0,0.124241335,0.169510028,0,0.169510028,0.169510028,0.26555444,0.26555444,0.152144514,0,0,0,0,0.26555444,0.26555444
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-0.327724649,-0.376190611,-0.437871775,-0.992522224,-0.419963905,1.240739612,2.771672878,-0.536737237,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,1.844544636,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.215045627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467023261,0,0,0,0,0,0.247409284,0,0,0,0,0,0.42471618,0.42471618,0,0,0,0,0.396021231,0.396021231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329379565,0,0.293682384,0.244057496,0,0,0,0,0,0,0,0,0,0,0.258244064,0.258244064,0.293682384,0,0,0.265279486,0.216280202,0,0,0,0,0,0.279940323,0.293682384,0,0,0,0,0,0,0,0.125451961,0,0,0,0,0,0,0,0.274995583,0,0.258244064,0.293682384,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.327724649,-0.376190611,-0.437871775,1.081559594,-0.419963905,1.240739612,-0.360792938,1.891153335,-0.334551626,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,-0.436946244,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0.240135267,0,0.515271984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474268343,0.474268343,0,0,0,0,0,0,0.25773455,0,0,0,0,0,0,0,0,0,0,0.400676696,0,0,0,0,0.342875639,0,0,0,0.258651056,0.178174979,0,0,0,0,0,0,0.276992595,0.276992595,0,0,0,0,0,0.276149109,0,0,0.178174979,0.178174979,0,0,0,0,0,0.25721791,0,0,0,0,0,0.261184517,0.178174979,0.276992595,0.178174979,0.178174979,0,0,0.159921781,0.286263316,0.276992595,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.327724649,-0.376190611,-0.437871775,1.081559594,-0.419963905,-0.290362598,-0.360792938,-0.536737237,2.05968365,-0.147586046,-0.511933294,-0.158806496,-0.21847453,-0.164744443,1.844544636,-0.227251386,-0.229415734,-0.152943823,-0.184151504,-0.161151074,-0.146537899,-0.124389759,-0.105159174,0,0,0,0,0,0,0,0.440482295,0.440482295,0.440482295,0,0,0,0,0,0,0,0,0,0,0,0.244437889,0,0,0,0,0,0,0,0,0,0,0,0.391265,0.391265,0.228034124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259316001,0,0.231212101,0,0,0.134753298,0,0,0,0,0,0,0,0,0.406623999,0.406623999,0.231212101,0,0,0,0,0,0.134753298,0.134753298,0,0,0.220393166,0.231212101,0,0,0,0,0,0,0,0.197533206,0.134753298,0,0.134753298,0.134753298,0,0,0.120948449,0.10825012,0,0.406623999,0.231212101,0,0
